cifra,valor,tipo,base,clave,fuente,fecha,texto,modulo
F10.todas.filas.5,11300,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,11.300,figura:F10
F10.todas.filas.6,10821,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,10.821,figura:F10
F10.todas.filas.7,5225,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,5.225,figura:F10
F10.todas.filas.8,1292,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,1.292,figura:F10
F10.todas.filas.9,24,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,24,figura:F10
F10.todas.palabras.0,121139,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,121.139,figura:F10
F10.todas.palabras.1,109503,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,109.503,figura:F10
F10.todas.palabras.2,147559,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,147.559,figura:F10
F10.todas.palabras.3,407923,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,407.923,figura:F10
F10.todas.palabras.4,529124,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,529.124,figura:F10
F10.todas.palabras.5,2047271,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,2.047.271,figura:F10
F10.todas.palabras.6,6117020,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,6.117.020,figura:F10
F10.todas.palabras.7,8754055,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,8.754.055,figura:F10
F10.todas.palabras.8,5806632,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,5.806.632,figura:F10
F10.todas.palabras.9,295670,n,V2,FIG,barras de longitud de las filas por tramo de palabras y legislatura (FigLongitud); src/data/longitud.json · en es/metodo,2026-09-23,295.670,figura:F10
F27.fila.1.V2,420,id,V2,FIG,filas de «luz y taquígrafos» en la cronología: id V2 y v3 de cada cita (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,420,figura:F27
F27.fila.10.V2,106747,id,V2,FIG,filas de «luz y taquígrafos» en la cronología: id V2 y v3 de cada cita (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,106747,figura:F27
F27.fila.2.V2,23898,id,V2,FIG,filas de «luz y taquígrafos» en la cronología: id V2 y v3 de cada cita (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,23898,figura:F27
F27.fila.3.V2,24658,id,V2,FIG,filas de «luz y taquígrafos» en la cronología: id V2 y v3 de cada cita (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,24658,figura:F27
F27.fila.4.V2,55902,id,V2,FIG,filas de «luz y taquígrafos» en la cronología: id V2 y v3 de cada cita (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,55902,figura:F27
F27.fila.5.V2,57506,id,V2,FIG,filas de «luz y taquígrafos» en la cronología: id V2 y v3 de cada cita (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,57506,figura:F27
F27.fila.6.V2,71330,id,V2,FIG,filas de «luz y taquígrafos» en la cronología: id V2 y v3 de cada cita (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,71330,figura:F27
F27.fila.7.V2,75263,id,V2,FIG,filas de «luz y taquígrafos» en la cronología: id V2 y v3 de cada cita (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,75263,figura:F27
F27.fila.8.V2,79803,id,V2,FIG,filas de «luz y taquígrafos» en la cronología: id V2 y v3 de cada cita (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,79803,figura:F27
F27.fila.9.V2,99859,id,V2,FIG,filas de «luz y taquígrafos» en la cronología: id V2 y v3 de cada cita (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,99859,figura:F27
F28.acotacion.1.V2,103182,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,103182,figura:F28
F28.acotacion.2.V2,103250,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,103250,figura:F28
F28.acotacion.3.V2,105310,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,105310,figura:F28
F28.acotacion.4.V2,105324,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,105324,figura:F28
F28.acotacion.5.V2,106289,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,106289,figura:F28
F28.ajena.1.V2,64659,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,64659,figura:F28
F28.orden.1.V2,13605,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,13605,figura:F28
F28.orden.2.V2,45115,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,45115,figura:F28
F28.orden.3.V2,45440,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,45440,figura:F28
F28.orden.4.V2,102484,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,102484,figura:F28
F28.orden.5.V2,102486,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,102486,figura:F28
F28.orden.6.V2,102492,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,102492,figura:F28
F28.orden.7.V2,103251,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,103251,figura:F28
F28.orden.8.V2,106290,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,106290,figura:F28
F28.peticion.1.V2,104406,id,V2,FIG,órdenes de no constar en el Diario: id V2 y v3 de cada fila (FigCronologia); src/data/diario.json · en es/diario,2026-09-23,104406,figura:F28
aplausos.asua.id,3006,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,3006,figura:tabla
aplausos.azana.id,50380,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,50380,figura:tabla
aplausos.balbontin.id,68865,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,68865,figura:tabla
aplausos.besteiro.id,73492,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,73492,figura:tabla
aplausos.calvo_sotelo.id,83992,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,83992,figura:tabla
aplausos.campoamor_ateneo.id,6077,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,6077,figura:tabla
aplausos.campoamor_enmienda.id,18816,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,18816,figura:tabla
aplausos.casares.id,116867,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,116867,figura:tabla
aplausos.chapaprieta.id,105702,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,105702,figura:tabla
aplausos.companys.id,6093,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,6093,figura:tabla
aplausos.fuentes_pila.id,84218,id,v3,FIG,frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/diario,2026-09-23,84218,figura:tabla
aplausos.gil_robles.id,69230,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,69230,figura:tabla
aplausos.ibarruri.id,118178,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,118178,figura:tabla
aplausos.maura.id,21037,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,21037,figura:tabla
aplausos.nelken.id,52163,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,52163,figura:tabla
aplausos.ortega.id,63526,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,63526,figura:tabla
aplausos.prieto.id,3674,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,3674,figura:tabla
aplausos.royo_caspe.id,3622,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,3622,figura:tabla
aplausos.royo_siento.id,4319,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,4319,figura:tabla
aplausos.unamuno.id,8905,id,v3,FIG,"frases del juego «El aplausómetro» (El Diario): fila de cada una; src/data/aplausos.json · en es/cortes/sesiones, es/diario",2026-09-23,8905,figura:tabla
bibliotecas.json › anecdotas,1,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,1,figura:F17
bibliotecas.json › discursos,1,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,1,figura:F17
bibliotecas.json › l1.entradas,29,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,29,figura:F17
bibliotecas.json › l1.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 8.579 a 51.462",figura:F17
bibliotecas.json › l1.sesiones,19,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,19,figura:F17
bibliotecas.json › l2b1.entradas,332,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,332,figura:F17
bibliotecas.json › l2b1.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 4.815 a 7.066",figura:F17
bibliotecas.json › l2b1.sesiones,4,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,4,figura:F17
bibliotecas.json › l2b10.entradas,602,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,602,figura:F17
bibliotecas.json › l2b10.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 7.951 a 26.345",figura:F17
bibliotecas.json › l2b10.sesiones,3,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,3,figura:F17
bibliotecas.json › l2b11.entradas,705,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,705,figura:F17
bibliotecas.json › l2b11.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 7.326 a 11.226",figura:F17
bibliotecas.json › l2b11.sesiones,4,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,4,figura:F17
bibliotecas.json › l2b12.entradas,371,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,371,figura:F17
bibliotecas.json › l2b12.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 7.289 a 8.810",figura:F17
bibliotecas.json › l2b12.sesiones,4,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,4,figura:F17
bibliotecas.json › l2b13.entradas,139,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,139,figura:F17
bibliotecas.json › l2b13.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 3.256 a 8.814",figura:F17
bibliotecas.json › l2b13.sesiones,2,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,2,figura:F17
bibliotecas.json › l2b14.entradas,604,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,604,figura:F17
bibliotecas.json › l2b14.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 9.714 a 32.555",figura:F17
bibliotecas.json › l2b14.sesiones,5,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,5,figura:F17
bibliotecas.json › l2b15.entradas,280,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,280,figura:F17
bibliotecas.json › l2b15.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 4.737 a 31.794",figura:F17
bibliotecas.json › l2b15.sesiones,9,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,9,figura:F17
bibliotecas.json › l2b16.entradas,211,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,211,figura:F17
bibliotecas.json › l2b16.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 4.193 a 9.792",figura:F17
bibliotecas.json › l2b16.sesiones,5,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,5,figura:F17
bibliotecas.json › l2b17.entradas,676,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,676,figura:F17
bibliotecas.json › l2b17.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 3.681 a 15.598",figura:F17
bibliotecas.json › l2b17.sesiones,6,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,6,figura:F17
bibliotecas.json › l2b18.entradas,387,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,387,figura:F17
bibliotecas.json › l2b18.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 3.094 a 7.458",figura:F17
bibliotecas.json › l2b18.sesiones,3,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,3,figura:F17
bibliotecas.json › l2b19.entradas,126,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,126,figura:F17
bibliotecas.json › l2b19.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 1.158 a 9.312",figura:F17
bibliotecas.json › l2b19.sesiones,3,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,3,figura:F17
bibliotecas.json › l2b2.entradas,770,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,770,figura:F17
bibliotecas.json › l2b2.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 3.114 a 5.149",figura:F17
bibliotecas.json › l2b2.sesiones,2,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,2,figura:F17
bibliotecas.json › l2b20.entradas,383,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,383,figura:F17
bibliotecas.json › l2b20.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 6.460 a 38.433",figura:F17
bibliotecas.json › l2b20.sesiones,3,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,3,figura:F17
bibliotecas.json › l2b21.entradas,482,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,482,figura:F17
bibliotecas.json › l2b21.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 4.135 a 6.611",figura:F17
bibliotecas.json › l2b21.sesiones,3,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,3,figura:F17
bibliotecas.json › l2b22.entradas,152,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,152,figura:F17
bibliotecas.json › l2b22.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 2.167 a 18.982",figura:F17
bibliotecas.json › l2b22.sesiones,2,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,2,figura:F17
bibliotecas.json › l2b23.entradas,273,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,273,figura:F17
bibliotecas.json › l2b23.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 4.709 a 21.168",figura:F17
bibliotecas.json › l2b23.sesiones,5,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,5,figura:F17
bibliotecas.json › l2b24.entradas,1085,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,1.085,figura:F17
bibliotecas.json › l2b24.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 5.761 a 17.855",figura:F17
bibliotecas.json › l2b24.sesiones,6,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,6,figura:F17
bibliotecas.json › l2b25.entradas,873,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,873,figura:F17
bibliotecas.json › l2b25.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 7.304 a 11.379",figura:F17
bibliotecas.json › l2b25.sesiones,4,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,4,figura:F17
bibliotecas.json › l2b26.entradas,30,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,30,figura:F17
bibliotecas.json › l2b26.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"3 valores distintos, de 97 a 400",figura:F17
bibliotecas.json › l2b26.sesiones,2,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,2,figura:F17
bibliotecas.json › l2b3.entradas,486,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,486,figura:F17
bibliotecas.json › l2b3.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 6.606 a 10.509",figura:F17
bibliotecas.json › l2b3.sesiones,4,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,4,figura:F17
bibliotecas.json › l2b4.entradas,646,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,646,figura:F17
bibliotecas.json › l2b4.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 6.907 a 8.469",figura:F17
bibliotecas.json › l2b4.sesiones,3,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,3,figura:F17
bibliotecas.json › l2b5.entradas,307,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,307,figura:F17
bibliotecas.json › l2b5.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 8.563 a 30.725",figura:F17
bibliotecas.json › l2b5.sesiones,6,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,6,figura:F17
bibliotecas.json › l2b6.entradas,4497,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,4.497,figura:F17
bibliotecas.json › l2b6.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 28.128 a 66.769",figura:F17
bibliotecas.json › l2b6.sesiones,47,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,47,figura:F17
bibliotecas.json › l2b7.entradas,943,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,943,figura:F17
bibliotecas.json › l2b7.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 8.987 a 73.637",figura:F17
bibliotecas.json › l2b7.sesiones,9,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,9,figura:F17
bibliotecas.json › l2b8.entradas,238,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,238,figura:F17
bibliotecas.json › l2b8.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 3.692 a 10.828",figura:F17
bibliotecas.json › l2b8.sesiones,2,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,2,figura:F17
bibliotecas.json › l2b9.entradas,290,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,290,figura:F17
